RMSD(ArbAlign),nameA,nameB
4.985364222121098,6y13_stapledHelix,6y13_stapledHelix_conf0
4.481063056975866,6y13_stapledHelix,6y13_stapledHelix_conf1
4.680868516161837,6y13_stapledHelix,6y13_stapledHelix_conf2
5.071215931115844,6y13_stapledHelix,6y13_stapledHelix_conf3
4.840776684827699,6y13_stapledHelix,6y13_stapledHelix_conf4
4.767559008541059,6y13_stapledHelix,6y13_stapledHelix_conf5
4.843389517302904,6y13_stapledHelix,6y13_stapledHelix_conf6
4.975606109885369,6y13_stapledHelix,6y13_stapledHelix_conf7
4.752767878315195,6y13_stapledHelix,6y13_stapledHelix_conf8
4.790466100204089,6y13_stapledHelix,6y13_stapledHelix_conf9
4.853302881112635,6y13_stapledHelix,6y13_stapledHelix_conf10
4.961803168987182,6y13_stapledHelix,6y13_stapledHelix_conf11
5.0233218626446385,6y13_stapledHelix,6y13_stapledHelix_conf12
4.736202297243965,6y13_stapledHelix,6y13_stapledHelix_conf13
5.037146897303277,6y13_stapledHelix,6y13_stapledHelix_conf14
4.579541370119775,6y13_stapledHelix,6y13_stapledHelix_conf15
4.7641105999999915,6y13_stapledHelix,6y13_stapledHelix_conf16
4.759601210053159,6y13_stapledHelix,6y13_stapledHelix_conf17
4.784433991529255,6y13_stapledHelix,6y13_stapledHelix_conf18
5.0775488802663755,6y13_stapledHelix,6y13_stapledHelix_conf19
4.9501494062028515,6y13_stapledHelix,6y13_stapledHelix_conf20
4.837320984977828,6y13_stapledHelix,6y13_stapledHelix_conf21
4.773145929934488,6y13_stapledHelix,6y13_stapledHelix_conf22
3.7906927725576858,6y13_stapledHelix,6y13_stapledHelix_conf23
5.028660757699068,6y13_stapledHelix,6y13_stapledHelix_conf24
4.840515756090565,6y13_stapledHelix,6y13_stapledHelix_conf25
4.799348137467967,6y13_stapledHelix,6y13_stapledHelix_conf26
4.803517668999413,6y13_stapledHelix,6y13_stapledHelix_conf27
4.658048789171344,6y13_stapledHelix,6y13_stapledHelix_conf28
4.948911167899614,6y13_stapledHelix,6y13_stapledHelix_conf29
5.101865820612102,6y13_stapledHelix,6y13_stapledHelix_conf30
4.89146632734358,6y13_stapledHelix,6y13_stapledHelix_conf31
4.934439809208251,6y13_stapledHelix,6y13_stapledHelix_conf32
4.7197087522132355,6y13_stapledHelix,6y13_stapledHelix_conf33
5.375554727292395,6y13_stapledHelix,6y13_stapledHelix_conf34
5.038284655422222,6y13_stapledHelix,6y13_stapledHelix_conf35
4.794137352656715,6y13_stapledHelix,6y13_stapledHelix_conf36
4.731908365199466,6y13_stapledHelix,6y13_stapledHelix_conf37
5.207901701830112,6y13_stapledHelix,6y13_stapledHelix_conf38
4.6740028259562125,6y13_stapledHelix,6y13_stapledHelix_conf39
4.997179481501576,6y13_stapledHelix,6y13_stapledHelix_conf40
4.820408953953547,6y13_stapledHelix,6y13_stapledHelix_conf41
4.529107624228148,6y13_stapledHelix,6y13_stapledHelix_conf42
4.5447695821565395,6y13_stapledHelix,6y13_stapledHelix_conf43
4.620685171284745,6y13_stapledHelix,6y13_stapledHelix_conf44
4.948911739736669,6y13_stapledHelix,6y13_stapledHelix_conf45
4.748905553983384,6y13_stapledHelix,6y13_stapledHelix_conf46
5.08911736280805,6y13_stapledHelix,6y13_stapledHelix_conf47
4.696181091264558,6y13_stapledHelix,6y13_stapledHelix_conf48
4.948360514779317,6y13_stapledHelix,6y13_stapledHelix_conf49
